stools_11013101	0	Stap_aureus_UMCG579	26827	26802	29743	0.603	2.831	1.679	0.535	0.741	0.942	0.027	0.031	0.167	0.177
stools_11013101	1	Stap_haemolyticus_SH1275	24246	24001	13593	0.371	2.257	0.806	0.506	0.67	1.026	0.03	0.013	0.082	0.084
